drug	drug_action	KDT	KDT_name	Drug_effect	drugKDT
Rimegepant	antagonist	10203	CALCRL	Inhibitor	Rimegepant10203
Ubrogepant	antagonist	10203	CALCRL	Inhibitor	Ubrogepant10203
Atogepant	antagonist	10203	CALCRL	Inhibitor	Atogepant10203
Galsulfase	other	10226	PLIN3	Other	Galsulfase10226
Pramlintide	agonist	10266	RAMP2	Activator	Pramlintide10266
Pramlintide	agonist	10267	RAMP1	Activator	Pramlintide10267
Pramlintide	agonist	10268	RAMP3	Activator	Pramlintide10268
Dextromethorphan	agonist	10280	SIGMAR1	Activator	Dextromethorphan10280
Pentazocine	agonist	10280	SIGMAR1	Activator	Pentazocine10280
Ixabepilone	inhibitor	10381	TUBB3	Inhibitor	Ixabepilone10381
Mebendazole	inhibitor	10383	TUBB4B	Inhibitor	Mebendazole10383
Tetradecyl hydrogen sulfate (ester)	antagonist	10544	PROCR	Inhibitor	Tetradecyl hydrogen sulfate (ester)10544
Belimumab	antibody	10673	TNFSF13B	Ligand	Belimumab10673
Zafirlukast	antagonist	10800	CYSLTR1	Inhibitor	Zafirlukast10800
Montelukast	antagonist	10800	CYSLTR1	Inhibitor	Montelukast10800
Nedocromil	antagonist	10800	CYSLTR1	Inhibitor	Nedocromil10800
Triflusal	antagonist	10846	PDE10A	Inhibitor	Triflusal10846
Dipyridamole	inhibitor	10846	PDE10A	Inhibitor	Dipyridamole10846
Moxonidine	agonist	11188	NISCH	Activator	Moxonidine11188
Betahistine	antagonist	11255	HRH3	Inhibitor	Betahistine11255
Histamine	agonist	11255	HRH3	Activator	Histamine11255
Pitolisant	antagonist|inverse agonist	11255	HRH3	Inhibitor	Pitolisant11255
Zonisamide	inhibitor	11280	SCN11A	Inhibitor	Zonisamide11280
Miglitol	antagonist	23193	GANAB	Inhibitor	Miglitol23193
Niacin	binder	23475	QPRT	Ligand	Niacin23475
Levocabastine	partial antagonist	23620	NTSR2	Inhibitor	Levocabastine23620
Acetazolamide	inhibitor	23632	CA14	Inhibitor	Acetazolamide23632
Acetylcysteine	activator	23657	SLC7A11	Activator	Acetylcysteine23657
Riluzole	inducer	23657	SLC7A11	Activator	Riluzole23657
Auranofin	inhibitor	25824	PRDX5	Inhibitor	Auranofin25824
Thiamine	substrate	27010	TPK1	Ligand	Thiamine27010
Isoflurane	inhibitor	27032	ATP2C1	Inhibitor	Isoflurane27032
Evinacumab	inhibitor|binder|antibody	27329	ANGPTL3	Inhibitor	Evinacumab27329
Durvalumab	inhibitor|antibody	29126	CD274	Inhibitor	Durvalumab29126
Atezolizumab	inhibitor|antibody	29126	CD274	Inhibitor	Atezolizumab29126
Avelumab	inhibitor|antibody	29126	CD274	Inhibitor	Avelumab29126
Ezetimibe	inhibitor	29881	NPC1L1	Inhibitor	Ezetimibe29881
Cladribine	inhibitor	50484	RRM2B	Inhibitor	Cladribine50484
Trifluoperazine	antagonist	50632	CALY	Inhibitor	Trifluoperazine50632
Romosozumab	inhibitor	50964	SOST	Inhibitor	Romosozumab50964
Vinblastine	binder	51174	TUBD1	Ligand	Vinblastine51174
Vinblastine	binder	51175	TUBE1	Ligand	Vinblastine51175
Lenalidomide	inhibitor	51185	CRBN	Inhibitor	Lenalidomide51185
Pomalidomide	inhibitor	51185	CRBN	Inhibitor	Pomalidomide51185
Imiquimod	agonist	51284	TLR7	Activator	Imiquimod51284
Hydroxychloroquine	antagonist	51284	TLR7	Inhibitor	Hydroxychloroquine51284
Halothane	binder	51305	KCNK9	Ligand	Halothane51305
Doxapram	inhibitor	51305	KCNK9	Inhibitor	Doxapram51305
Guselkumab	blocker	51561	IL23A	Inhibitor	Guselkumab51561
Ozanimod	agonist	53637	S1PR5	Activator	Ozanimod53637
Fingolimod	modulator	53637	S1PR5	Modulator	Fingolimod53637
Hydroxychloroquine	antagonist	54106	TLR9	Inhibitor	Hydroxychloroquine54106
Cladribine	inhibitor	54107	POLE3	Inhibitor	Cladribine54107
Lumasiran	antisense oligonucleotide	54363	HAO1	Inhibitor	Lumasiran54363
Roxadustat	inhibitor	54583	EGLN1	Inhibitor	Roxadustat54583
Masoprocol	inhibitor	54822	TRPM7	Inhibitor	Masoprocol54822
Crofelemer	antagonist	55107	ANO1	Inhibitor	Crofelemer55107
Riboflavin	ligand	55312	RFK	Ligand	Riboflavin55312
Zonisamide	inhibitor	55800	SCN3B	Inhibitor	Zonisamide55800
Lesinurad	inhibitor	55867	SLC22A11	Inhibitor	Lesinurad55867
Probenecid	inhibitor	55867	SLC22A11	Inhibitor	Probenecid55867
Cladribine	inhibitor	56655	POLE4	Inhibitor	Cladribine56655
Trimethaphan	antagonist	57053	CHRNA10	Inhibitor	Trimethaphan57053
Pentolinium	antagonist	57053	CHRNA10	Inhibitor	Pentolinium57053
Nedocromil	antagonist	57105	CYSLTR2	Inhibitor	Nedocromil57105
Bumetanide	inhibitor	57468	SLC12A5	Inhibitor	Bumetanide57468
Elotuzumab	modulator	57823	SLAMF7	Modulator	Elotuzumab57823
Pheniramine	inverse agonist	59340	HRH4	Inhibitor	Pheniramine59340
Mifamurtide	ligand	64127	NOD2	Ligand	Mifamurtide64127
Ticagrelor	inhibitor	64805	P2RY12	Inhibitor	Ticagrelor64805
Cangrelor	inhibitor	64805	P2RY12	Inhibitor	Cangrelor64805
Ticlopidine	antagonist	64805	P2RY12	Inhibitor	Ticlopidine64805
Epoprostenol	agonist	64805	P2RY12	Activator	Epoprostenol64805
Clopidogrel	antagonist	64805	P2RY12	Inhibitor	Clopidogrel64805
Prasugrel	antagonist	64805	P2RY12	Inhibitor	Prasugrel64805
Phenindione	inhibitor	79001	VKORC1	Inhibitor	Phenindione79001
Dicoumarol	inhibitor	79001	VKORC1	Inhibitor	Dicoumarol79001
Acenocoumarol	inhibitor	79001	VKORC1	Inhibitor	Acenocoumarol79001
Warfarin	inhibitor	79001	VKORC1	Inhibitor	Warfarin79001
Menadione	cofactor	79001	VKORC1	Other	Menadione79001
Phenprocoumon	inhibitor	79001	VKORC1	Inhibitor	Phenprocoumon79001
Levomenthol	inducer	79054	TRPM8	Activator	Levomenthol79054
gamma-Hydroxybutyric acid	agonist	79581	SLC52A2	Activator	gamma-Hydroxybutyric acid79581
Sevoflurane	activator	79714	CCDC51	Activator	Sevoflurane79714
Docetaxel	other	81027	TUBB1	Other	Docetaxel81027
Cabazitaxel	binder	81027	TUBB1	Ligand	Cabazitaxel81027
Vindesine	inhibitor	81027	TUBB1	Inhibitor	Vindesine81027
Paclitaxel	inhibitor	81027	TUBB1	Inhibitor	Paclitaxel81027
Omega-3-carboxylic acids	antagonist	84649	DGAT2	Inhibitor	Omega-3-carboxylic acids84649
Fish oil	agonist	84649	DGAT2	Activator	Fish oil84649
Fluciclovine (18F)	binder	84889	SLC7A3	Ligand	Fluciclovine (18F)84889
Tezepelumab	binder|antibody	85480	TSLP	Ligand	Tezepelumab85480
Methadone	agonist	89832	CHRFAM7A	Activator	Methadone89832
Galantamine	allosteric modulator	89832	CHRFAM7A	Modulator	Galantamine89832
Nicotine	agonist	89832	CHRFAM7A	Activator	Nicotine89832
Roxadustat	inhibitor	112398	EGLN2	Inhibitor	Roxadustat112398
Roxadustat	inhibitor	112399	EGLN3	Inhibitor	Roxadustat112399
Bimekizumab	antibody	112744	IL17F	Ligand	Bimekizumab112744
Lesinurad	inhibitor	116085	SLC22A12	Inhibitor	Lesinurad116085
Sulfinpyrazone	inhibitor	116085	SLC22A12	Inhibitor	Sulfinpyrazone116085
Ethanol	antagonist	116443	GRIN3A	Inhibitor	Ethanol116443
Profenamine	antagonist	116443	GRIN3A	Inhibitor	Profenamine116443
Ketamine	antagonist	116443	GRIN3A	Inhibitor	Ketamine116443
Procaine	antagonist	116443	GRIN3A	Inhibitor	Procaine116443
Dextromethorphan	antagonist	116443	GRIN3A	Inhibitor	Dextromethorphan116443
Orphenadrine	antagonist	116443	GRIN3A	Inhibitor	Orphenadrine116443
Amantadine	antagonist	116443	GRIN3A	Inhibitor	Amantadine116443
Orphenadrine	antagonist	116444	GRIN3B	Inhibitor	Orphenadrine116444
Irinotecan	inhibitor	116447	TOP1MT	Inhibitor	Irinotecan116447
Telotristat ethyl	antagonist	121278	TPH2	Inhibitor	Telotristat ethyl121278
Botulinum toxin type B	other	127833	SYT2	Other	Botulinum toxin type B127833
Amphetamine	agonist	134864	TAAR1	Activator	Amphetamine134864
Menadione	cofactor	154807	VKORC1L1	Other	Menadione154807
Levomenthol	inducer	162514	TRPV3	Activator	Levomenthol162514
Vincristine	inhibitor	203068	TUBB	Inhibitor	Vincristine203068
Podofilox	inhibitor	203068	TUBB	Inhibitor	Podofilox203068
Vinblastine	binder	203068	TUBB	Ligand	Vinblastine203068
Tirbanibulin	inhibitor	203068	TUBB	Inhibitor	Tirbanibulin203068
Vinflunine	inhibitor	203068	TUBB	Inhibitor	Vinflunine203068
Colchicine	inhibitor|binder	203068	TUBB	Inhibitor	Colchicine203068
Vinorelbine	antagonist|inhibitor	203068	TUBB	Inhibitor	Vinorelbine203068
Inclisiran	antisense oligonucleotide	255738	PCSK9	Inhibitor	Inclisiran255738
Alirocumab	inhibitor	255738	PCSK9	Inhibitor	Alirocumab255738
Evolocumab	inhibitor	255738	PCSK9	Inhibitor	Evolocumab255738
Niacin	agonist	338442	HCAR2	Activator	Niacin338442
Fish oil	agonist|inhibits downstream inflammation cascades	338557	FFAR4	Activator	Fish oil338557
Creatine	ligand	548596	CKMT1A	Ligand	Creatine548596
